,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month,url,lat,long
10,930250139,4076 BENT OAK CT,11/24/20,190000,1982,1628,4076%20Bent%20Oak%20Ct%20Douglas%20County%20GA,00930250139-11/24/2020-190000.0,116.7076167,2020,2020,11,2020-11,https://www.google.com/maps/search/4076%20Bent%20Oak%20Ct%20Douglas%20County%20GA,33.6957412,-84.7883995
11,3591820021,11131 VETERANS MEMORIAL HWY,11/17/20,62000,1946,1076,11131%20Veterans%20Memorial%20Hwy%20Douglas%20County%20GA,03591820021-11/17/2020-62000.0,57.62081784,2020,2020,11,2020-11,https://www.google.com/maps/search/11131%20Veterans%20Memorial%20Hwy%20Douglas%20County%20GA,33.7915473,-84.6880137
12,1550150037,3287 SHAKERLEY PARK,11/30/20,325000,2006,2870,3287%20Shakerley%20Park%20Douglas%20County%20GA,01550150037-11/30/2020-325000.0,113.2404181,2020,2020,11,2020-11,https://www.google.com/maps/search/3287%20Shakerley%20Park%20Douglas%20County%20GA,33.7114047,-84.6466443
13,7410130010,7842 LAKE CREST WAY,11/20/20,70000,2003,1432,7842%20Lake%20Crest%20Way%20Douglas%20County%20GA,07410130010-11/20/2020-70000.0,48.88268156,2020,2020,11,2020-11,https://www.google.com/maps/search/7842%20Lake%20Crest%20Way%20Douglas%20County%20GA,33.7641835,-84.7553243
14,40150018,5604 YORKSHIRE CT,11/30/20,425000,2001,2951,5604%20Yorkshire%20Ct%20Douglas%20County%20GA,00040150018-11/30/2020-425000.0,144.0189766,2020,2020,11,2020-11,https://www.google.com/maps/search/5604%20Yorkshire%20Ct%20Douglas%20County%20GA,33.6531,-84.7525502
15,850150045,2986 DUNGENESS DR,11/12/20,238000,2006,1605,2986%20Dungeness%20Dr%20Douglas%20County%20GA,00850150045-11/12/2020-238000.0,148.2866044,2020,2020,11,2020-11,https://www.google.com/maps/search/2986%20Dungeness%20Dr%20Douglas%20County%20GA,33.7237591,-84.6975294
16,770150231,5271 CLINGMAN CT,11/23/20,351900,2016,3369,5271%20Clingman%20Ct%20Douglas%20County%20GA,00770150231-11/23/2020-351900.0,104.4523598,2020,2020,11,2020-11,https://www.google.com/maps/search/5271%20Clingman%20Ct%20Douglas%20County%20GA,33.7200548,-84.7106771
17,760250033,9067 KNOTTY PINE TRL,11/3/20,334900,2000,2458,9067%20Knotty%20Pine%20Trl%20Douglas%20County%20GA,00760250033-11/3/2020-334900.0,136.2489829,2020,2020,11,2020-11,https://www.google.com/maps/search/9067%20Knotty%20Pine%20Trl%20Douglas%20County%20GA,33.6859867,-84.8714106
18,930250020,4166 WESTVIEW ST,11/4/20,170000,1972,1367,4166%20Westview%20St%20Douglas%20County%20GA,00930250020-11/4/2020-170000.0,124.3599122,2020,2020,11,2020-11,https://www.google.com/maps/search/4166%20Westview%20St%20Douglas%20County%20GA,33.6927993,-84.7868094
19,1760150199,1706 ROCHESTER ST,11/16/20,335000,2019,2240,1706%20Rochester%20St%20Douglas%20County%20GA,01760150199-11/16/2020-335000.0,149.5535714,2020,2020,11,2020-11,https://www.google.com/maps/search/1706%20Rochester%20St%20Douglas%20County%20GA,33.7281741,-84.6037953
20,9111820017,2060 HILLCREST DR,11/30/20,138000,1964,1309,2060%20Hillcrest%20Dr%20Douglas%20County%20GA,09111820017-11/30/2020-138000.0,105.4239878,2020,2020,11,2020-11,https://www.google.com/maps/search/2060%20Hillcrest%20Dr%20Douglas%20County%20GA,33.7494648,-84.7030828
21,1760150099,9150 DOVER ST,11/30/20,314000,2017,2587,9150%20Dover%20St%20Douglas%20County%20GA,01760150099-11/30/2020-314000.0,121.3761113,2020,2020,11,2020-11,https://www.google.com/maps/search/9150%20Dover%20St%20Douglas%20County%20GA,33.7303931,-84.6042656
22,820350041,7261 BLUEWATER LN,11/12/20,464300,2019,3102,7261%20Bluewater%20Ln%20Douglas%20County%20GA,00820350041-11/12/2020-464300.0,149.6776273,2020,2020,11,2020-11,https://www.google.com/maps/search/7261%20Bluewater%20Ln%20Douglas%20County%20GA,33.6053755,-84.8416729
23,1010250022,3881 NATIONS DR,11/23/20,129000,1976,1309,3881%20Nations%20Dr%20Douglas%20County%20GA,01010250022-11/23/2020-129000.0,98.54851031,2020,2020,11,2020-11,https://www.google.com/maps/search/3881%20Nations%20Dr%20Douglas%20County%20GA,33.6986311,-84.7970424
24,6331820023,1059 BUCKBOARD CT,11/25/20,134000,1988,1182,1059%20Buckboard%20Ct%20Douglas%20County%20GA,06331820023-11/25/2020-134000.0,113.3671743,2020,2020,11,2020-11,https://www.google.com/maps/search/1059%20Buckboard%20Ct%20Douglas%20County%20GA,33.7762605,-84.6845011
25,440150159,3869 ROSEDALE LN,11/23/20,145000,1974,1768,3869%20Rosedale%20Ln%20Douglas%20County%20GA,00440150159-11/23/2020-145000.0,82.01357466,2020,2020,11,2020-11,https://www.google.com/maps/search/3869%20Rosedale%20Ln%20Douglas%20County%20GA,33.7005507,-84.7266178
26,2170250103,1815 INDEPENDENCE DR,11/30/20,129000,1992,1214,1815%20Independence%20Dr%20Douglas%20County%20GA,02170250103-11/30/2020-129000.0,106.2602965,2020,2020,11,2020-11,https://www.google.com/maps/search/1815%20Independence%20Dr%20Douglas%20County%20GA,33.7600967,-84.8272617
27,5361820013,4329 PARKVIEW DR,11/20/20,150000,1968,1842,4329%20Parkview%20Dr%20Douglas%20County%20GA,05361820013-11/20/2020-150000.0,81.43322476,2020,2020,11,2020-11,https://www.google.com/maps/search/4329%20Parkview%20Dr%20Douglas%20County%20GA,33.7832271,-84.6806638
28,7461820017,4389 MIDWAY RD,11/17/20,170000,1957,2427,4389%20Midway%20Rd%20Douglas%20County%20GA,07461820017-11/17/2020-170000.0,70.04532344,2020,2020,11,2020-11,https://www.google.com/maps/search/4389%20Midway%20Rd%20Douglas%20County%20GA,33.7647405,-84.7152495
29,240150059,2985 ROLLING GREEN RDG,11/19/20,179000,1980,1624,2985%20Rolling%20Green%20Rdg%20Douglas%20County%20GA,00240150059-11/19/2020-179000.0,110.2216749,2020,2020,11,2020-11,https://www.google.com/maps/search/2985%20Rolling%20Green%20Rdg%20Douglas%20County%20GA,33.7244534,-84.7382694
30,1010250043,3978 NATIONS DR,11/20/20,121000,1976,1668,3978%20Nations%20Dr%20Douglas%20County%20GA,01010250043-11/20/2020-121000.0,72.54196643,2020,2020,11,2020-11,https://www.google.com/maps/search/3978%20Nations%20Dr%20Douglas%20County%20GA,33.6979393,-84.794576
31,980250012,5924 CENTRAL CHURCH RD,11/12/20,159000,1971,1505,5924%20Central%20Church%20Rd%20Douglas%20County%20GA,00980250012-11/12/2020-159000.0,105.6478405,2020,2020,11,2020-11,https://www.google.com/maps/search/5924%20Central%20Church%20Rd%20Douglas%20County%20GA,33.7035515,-84.7691113
32,1250250165,6560 WILLOW CT,11/19/20,173000,1981,1048,6560%20Willow%20Ct%20Douglas%20County%20GA,01250250165-11/19/2020-173000.0,165.0763359,2020,2020,11,2020-11,https://www.google.com/maps/search/6560%20Willow%20Ct%20Douglas%20County%20GA,33.7668612,-84.7408105
33,5391820020,872 WOODSIDE DR,11/23/20,192500,2001,1494,872%20Woodside%20Dr%20Douglas%20County%20GA,05391820020-11/23/2020-192500.0,128.8487282,2020,2020,11,2020-11,https://www.google.com/maps/search/872%20Woodside%20Dr%20Douglas%20County%20GA,33.7821389,-84.6906685
34,780250020,4370 COLE RD,11/5/20,155000,1983,1122,4370%20Cole%20Rd%20Douglas%20County%20GA,00780250020-11/5/2020-155000.0,138.1461676,2020,2020,11,2020-11,https://www.google.com/maps/search/4370%20Cole%20Rd%20Douglas%20County%20GA,33.686937,-84.883397
35,0049015A103,9023 STONELEIGH TRCE,11/18/20,82000,1989,1035,9023%20Stoneleigh%20Trce%20Douglas%20County%20GA,0049015A103-11/18/2020-82000.0,79.22705314,2020,2020,11,2020-11,https://www.google.com/maps/search/9023%20Stoneleigh%20Trce%20Douglas%20County%20GA,33.7357331,-84.7329987
36,480150077,4670 BEDFORD PL,11/2/20,100000,1973,1552,4670%20Bedford%20Pl%20Douglas%20County%20GA,00480150077-11/2/2020-100000.0,64.43298969,2020,2020,11,2020-11,https://www.google.com/maps/search/4670%20Bedford%20Pl%20Douglas%20County%20GA,33.729479,-84.7284749
37,200150204,8316 GRADY ST,11/13/20,84400,1946,1260,8316%20Grady%20St%20Douglas%20County%20GA,00200150204-11/13/2020-84400.0,66.98412698,2020,2020,11,2020-11,https://www.google.com/maps/search/8316%20Grady%20St%20Douglas%20County%20GA,33.753648,-84.7395741
38,230350027,6350 FOUTS MILL RD,11/13/20,510000,2004,2770,6350%20Fouts%20Mill%20Rd%20Douglas%20County%20GA,00230350027-11/13/2020-510000.0,184.1155235,2020,2020,11,2020-11,https://www.google.com/maps/search/6350%20Fouts%20Mill%20Rd%20Douglas%20County%20GA,33.643511,-84.791233
39,10081820036,8976 CLOVER LN,11/13/20,95000,1971,1408,8976%20Clover%20Ln%20Douglas%20County%20GA,10081820036-11/13/2020-95000.0,67.47159091,2020,2020,11,2020-11,https://www.google.com/maps/search/8976%20Clover%20Ln%20Douglas%20County%20GA,33.7369215,-84.658395
40,1370150146,4232 BASINSIDE CT,11/5/20,220000,2004,2839,4232%20Basinside%20Ct%20Douglas%20County%20GA,01370150146-11/5/2020-220000.0,77.49207467,2020,2020,11,2020-11,https://www.google.com/maps/search/4232%20Basinside%20Ct%20Douglas%20County%20GA,33.6872507,-84.6629106
41,580150119,4409 OLIVER LN,11/4/20,365000,1995,2535,4409%20Oliver%20Ln%20Douglas%20County%20GA,00580150119-11/4/2020-365000.0,143.9842209,2020,2020,11,2020-11,https://www.google.com/maps/search/4409%20Oliver%20Ln%20Douglas%20County%20GA,33.7027355,-84.7186174
42,1760150109,9134 HANOVER ST,11/2/20,400000,2006,3569,9134%20Hanover%20St%20Douglas%20County%20GA,01760150109-11/2/2020-400000.0,112.0762118,2020,2020,11,2020-11,https://www.google.com/maps/search/9134%20Hanover%20St%20Douglas%20County%20GA,33.7301672,-84.6030795
43,960250109,5715 S QUAIL DR,11/17/20,171593,1976,1592,5715%20S%20Quail%20Dr%20Douglas%20County%20GA,00960250109-11/17/2020-171593.0,107.7845477,2020,2020,11,2020-11,https://www.google.com/maps/search/5715%20S%20Quail%20Dr%20Douglas%20County%20GA,33.6892836,-84.7623406
44,980250084,6030 RIDGE WAY,11/30/20,137500,1975,1494,6030%20Ridge%20Way%20Douglas%20County%20GA,00980250084-11/30/2020-137500.0,92.03480589,2020,2020,11,2020-11,https://www.google.com/maps/search/6030%20Ridge%20Way%20Douglas%20County%20GA,33.6990254,-84.7728023
45,6390130062,7384 BIRCH HOLLOW PL,11/25/20,170600,1999,1296,7384%20Birch%20Hollow%20Pl%20Douglas%20County%20GA,06390130062-11/25/2020-170600.0,131.6358025,2020,2020,11,2020-11,https://www.google.com/maps/search/7384%20Birch%20Hollow%20Pl%20Douglas%20County%20GA,33.7762588,-84.7527134
46,880150037,3980 WILLOW RIDGE RD,11/6/20,139000,1988,1220,3980%20Willow%20Ridge%20Rd%20Douglas%20County%20GA,00880150037-11/6/2020-139000.0,113.9344262,2020,2020,11,2020-11,https://www.google.com/maps/search/3980%20Willow%20Ridge%20Rd%20Douglas%20County%20GA,33.6991026,-84.705451
47,740150160,3900 SADDLECREEK DR,11/6/20,146500,1990,1282,3900%20Saddlecreek%20Dr%20Douglas%20County%20GA,00740150160-11/6/2020-146500.0,114.274571,2020,2020,11,2020-11,https://www.google.com/maps/search/3900%20Saddlecreek%20Dr%20Douglas%20County%20GA,33.7023522,-84.7132083
48,1320250047,3320 ROBIN HOOD LN,11/13/20,97328,1971,1215,3320%20Robin%20Hood%20Ln%20Douglas%20County%20GA,01320250047-11/13/2020-97328.0,80.10534979,2020,2020,11,2020-11,https://www.google.com/maps/search/3320%20Robin%20Hood%20Ln%20Douglas%20County%20GA,33.7155926,-84.7856066
49,5431820017,804 N BURNT HICKORY RD,11/9/20,148000,1986,2186,804%20N%20Burnt%20Hickory%20Rd%20Douglas%20County%20GA,05431820017-11/9/2020-148000.0,67.70356816,2020,2020,11,2020-11,https://www.google.com/maps/search/804%20N%20Burnt%20Hickory%20Rd%20Douglas%20County%20GA,33.7839383,-84.7113303
50,6330130058,6938 FOXMOOR WAY,11/23/20,225000,2006,2682,6938%20Foxmoor%20Way%20Douglas%20County%20GA,06330130058-11/23/2020-225000.0,83.89261745,2020,2020,11,2020-11,https://www.google.com/maps/search/6938%20Foxmoor%20Way%20Douglas%20County%20GA,33.7810378,-84.7566297
51,1000250119,6583 N SEMINOLE DR,11/24/20,150000,1975,1370,6583%20N%20Seminole%20Dr%20Douglas%20County%20GA,01000250119-11/24/2020-150000.0,109.4890511,2020,2020,11,2020-11,https://www.google.com/maps/search/6583%20N%20Seminole%20Dr%20Douglas%20County%20GA,33.7025901,-84.7906415
52,1000250040,23 FOX HALL DR,11/10/20,142500,1971,1583,23%20Fox%20Hall%20Dr%20Douglas%20County%20GA,01000250040-11/10/2020-142500.0,90.01895136,2020,2020,11,2020-11,https://www.google.com/maps/search/23%20Fox%20Hall%20Dr%20Douglas%20County%20GA,33.7032802,-84.7848726
53,1000250043,12 CRESTVIEW DR,11/10/20,146500,1970,1579,12%20Crestview%20Dr%20Douglas%20County%20GA,01000250043-11/10/2020-146500.0,92.78024066,2020,2020,11,2020-11,https://www.google.com/maps/search/12%20Crestview%20Dr%20Douglas%20County%20GA,33.7020048,-84.7850969
54,1000250062,15 CRESTVIEW DR,11/10/20,140000,1970,1579,15%20Crestview%20Dr%20Douglas%20County%20GA,01000250062-11/10/2020-140000.0,88.66371121,2020,2020,11,2020-11,https://www.google.com/maps/search/15%20Crestview%20Dr%20Douglas%20County%20GA,33.702771,-84.7857085
55,1000250038,25 FOX HALL DR,11/10/20,142000,1971,1583,25%20Fox%20Hall%20Dr%20Douglas%20County%20GA,01000250038-11/10/2020-142000.0,89.70309539,2020,2020,11,2020-11,https://www.google.com/maps/search/25%20Fox%20Hall%20Dr%20Douglas%20County%20GA,33.7034278,-84.7857901
56,270150207,5109 CENTRAL CHURCH RD,11/30/20,150700,1978,1192,5109%20Central%20Church%20Rd%20Douglas%20County%20GA,00270150207-11/30/2020-150700.0,126.4261745,2020,2020,11,2020-11,https://www.google.com/maps/search/5109%20Central%20Church%20Rd%20Douglas%20County%20GA,33.6971214,-84.742758
57,1290250132,3374 CHEOAH DR,11/12/20,113500,1969,1344,3374%20Cheoah%20Dr%20Douglas%20County%20GA,01290250132-11/12/2020-113500.0,84.44940476,2020,2020,11,2020-11,https://www.google.com/maps/search/3374%20Cheoah%20Dr%20Douglas%20County%20GA,33.7137937,-84.7631156
58,340250039,4931 CHERRYDALE DR,11/9/20,140000,1977,1543,4931%20Cherrydale%20Dr%20Douglas%20County%20GA,00340250039-11/9/2020-140000.0,90.7323396,2020,2020,11,2020-11,https://www.google.com/maps/search/4931%20Cherrydale%20Dr%20Douglas%20County%20GA,33.6713048,-84.7750249
59,1730250348,9123 WATERBURY XING,11/13/20,150000,2007,2787,9123%20Waterbury%20Xing%20Douglas%20County%20GA,01730250348-11/13/2020-150000.0,53.82131324,2020,2020,11,2020-11,https://www.google.com/maps/search/9123%20Waterbury%20Xing%20Douglas%20County%20GA,33.7337114,-84.8811195
60,8461820016,1774 TRAIL CREEK DR,11/2/20,179999,1985,1276,1774%20Trail%20Creek%20Dr%20Douglas%20County%20GA,08461820016-11/2/2020-179999.0,141.065047,2020,2020,11,2020-11,https://www.google.com/maps/search/1774%20Trail%20Creek%20Dr%20Douglas%20County%20GA,33.7554292,-84.6636253
61,1310250108,3324 SPREADING OAK DR,11/23/20,160600,1975,1346,3324%20Spreading%20Oak%20Dr%20Douglas%20County%20GA,01310250108-11/23/2020-160600.0,119.3164933,2020,2020,11,2020-11,https://www.google.com/maps/search/3324%20Spreading%20Oak%20Dr%20Douglas%20County%20GA,33.7153406,-84.7749841
62,6280130005,6350 AUSTIN BRIDGE RD,11/20/20,354400,2018,1792,6350%20Austin%20Bridge%20Rd%20Douglas%20County%20GA,06280130005-11/20/2020-354400.0,197.7678571,2020,2020,11,2020-11,https://www.google.com/maps/search/6350%20Austin%20Bridge%20Rd%20Douglas%20County%20GA,33.782702,-84.779413
63,8401820020,1850 MT BERRY DR,11/23/20,194500,1987,1860,1850%20Mt%20Berry%20Dr%20Douglas%20County%20GA,08401820020-11/23/2020-194500.0,104.5698925,2020,2020,11,2020-11,https://www.google.com/maps/search/1850%20Mt%20Berry%20Dr%20Douglas%20County%20GA,33.7556484,-84.686911
64,130150228,9703 SQUIRREL WOOD RUN,11/24/20,316000,1994,3468,9703%20Squirrel%20Wood%20Run%20Douglas%20County%20GA,00130150228-11/24/2020-316000.0,91.11880046,2020,2020,11,2020-11,https://www.google.com/maps/search/9703%20Squirrel%20Wood%20Run%20Douglas%20County%20GA,33.7204627,-84.7517991
65,5761820035,1717 SILVER WAY,11/30/20,233600,1996,1582,1717%20Silver%20Way%20Douglas%20County%20GA,05761820035-11/30/2020-233600.0,147.6611884,2020,2020,11,2020-11,https://www.google.com/maps/search/1717%20Silver%20Way%20Douglas%20County%20GA,33.7789077,-84.6309687
66,5461820032,873 DERDEN CT,11/6/20,231900,2006,3022,873%20Derden%20Ct%20Douglas%20County%20GA,05461820032-11/6/2020-231900.0,76.73726009,2020,2020,11,2020-11,https://www.google.com/maps/search/873%20Derden%20Ct%20Douglas%20County%20GA,33.7830396,-84.722883
67,7040130023,6473 SNOWBIRD LN,11/9/20,85150,2003,1404,6473%20Snowbird%20Ln%20Douglas%20County%20GA,07040130023-11/9/2020-85150.0,60.64814815,2020,2020,11,2020-11,https://www.google.com/maps/search/6473%20Snowbird%20Ln%20Douglas%20County%20GA,33.7689529,-84.7446588
68,370250068,4928 PEBBLEBROOK DR,11/23/20,144000,1975,1562,4928%20Pebblebrook%20Dr%20Douglas%20County%20GA,00370250068-11/23/2020-144000.0,92.18950064,2020,2020,11,2020-11,https://www.google.com/maps/search/4928%20Pebblebrook%20Dr%20Douglas%20County%20GA,33.6716143,-84.7978984
69,990150055,3671 ARROW HEAD PL,11/30/20,229000,2000,2110,3671%20Arrow%20Head%20Pl%20Douglas%20County%20GA,00990150055-11/30/2020-229000.0,108.5308057,2020,2020,11,2020-11,https://www.google.com/maps/search/3671%20Arrow%20Head%20Pl%20Douglas%20County%20GA,33.6817658,-84.6952425
70,560150013,3110 NIGHTINGALE LN,11/30/20,549900,1993,4165,3110%20Nightingale%20Ln%20Douglas%20County%20GA,00560150013-11/30/2020-549900.0,132.0288115,2020,2020,11,2020-11,https://www.google.com/maps/search/3110%20Nightingale%20Ln%20Douglas%20County%20GA,33.7197937,-84.7217006
71,240250023,5300 PINNACLE PTE,11/30/20,355000,2003,2433,5300%20Pinnacle%20Pte%20Douglas%20County%20GA,00240250023-11/30/2020-355000.0,145.9103987,2020,2020,11,2020-11,https://www.google.com/maps/search/5300%20Pinnacle%20Pte%20Douglas%20County%20GA,33.6612315,-84.842396
72,1760150041,9119 LOXFORD ST,11/30/20,360000,2006,2584,9119%20Loxford%20St%20Douglas%20County%20GA,01760150041-11/30/2020-360000.0,139.3188854,2020,2020,11,2020-11,https://www.google.com/maps/search/9119%20Loxford%20St%20Douglas%20County%20GA,33.7328688,-84.5989847
73,740150113,3853 HIBISCUS CT,11/30/20,170000,1988,1378,3853%20Hibiscus%20Ct%20Douglas%20County%20GA,00740150113-11/30/2020-170000.0,123.3671988,2020,2020,11,2020-11,https://www.google.com/maps/search/3853%20Hibiscus%20Ct%20Douglas%20County%20GA,33.7008711,-84.708105
74,1280250059,4092 LAUADA DR,11/30/20,200000,1970,1505,4092%20Lauada%20Dr%20Douglas%20County%20GA,01280250059-11/30/2020-200000.0,132.8903654,2020,2020,11,2020-11,https://www.google.com/maps/search/4092%20Lauada%20Dr%20Douglas%20County%20GA,33.7078443,-84.7645432
75,7961820005,960 DOUGLAS HILL RD,11/30/20,210000,1980,768,960%20Douglas%20Hill%20Rd%20Douglas%20County%20GA,07961820005-11/30/2020-210000.0,273.4375,2020,2020,11,2020-11,https://www.google.com/maps/search/960%20Douglas%20Hill%20Rd%20Douglas%20County%20GA,33.7574801,-84.6053655
76,8351820006,4228 MIDWAY DR,11/30/20,150000,1976,1299,4228%20Midway%20Dr%20Douglas%20County%20GA,08351820006-11/30/2020-150000.0,115.4734411,2020,2020,11,2020-11,https://www.google.com/maps/search/4228%20Midway%20Dr%20Douglas%20County%20GA,33.7581714,-84.710228
77,720150066,4339 ELK RUN,11/25/20,260000,1999,1952,4339%20Elk%20Run%20Douglas%20County%20GA,00720150066-11/25/2020-260000.0,133.1967213,2020,2020,11,2020-11,https://www.google.com/maps/search/4339%20Elk%20Run%20Douglas%20County%20GA,33.6851216,-84.7105546
78,7471820042,3958 CASTLE ST,11/25/20,178500,1962,2512,3958%20Castle%20St%20Douglas%20County%20GA,07471820042-11/25/2020-178500.0,71.0589172,2020,2020,11,2020-11,https://www.google.com/maps/search/3958%20Castle%20St%20Douglas%20County%20GA,33.7636658,-84.7099626
79,8411820005,3277 W COUNTY LINE RD,11/25/20,175000,1973,1343,3277%20W%20County%20Line%20Rd%20Douglas%20County%20GA,08411820005-11/25/2020-175000.0,130.3052867,2020,2020,11,2020-11,https://www.google.com/maps/search/3277%20W%20County%20Line%20Rd%20Douglas%20County%20GA,33.754692,-84.682865
80,0022015C020,6378 ELIZABETH DR,11/25/20,424900,1966,3397,6378%20Elizabeth%20Dr%20Douglas%20County%20GA,0022015C020-11/25/2020-424900.0,125.0809538,2020,2020,11,2020-11,https://www.google.com/maps/search/6378%20Elizabeth%20Dr%20Douglas%20County%20GA,33.7361165,-84.7396773
81,0051015A035,6288 BELMONT PARK DR,11/25/20,173000,2007,1749,6288%20Belmont%20Park%20Dr%20Douglas%20County%20GA,0051015A035-11/25/2020-173000.0,98.91366495,2020,2020,11,2020-11,https://www.google.com/maps/search/6288%20Belmont%20Park%20Dr%20Douglas%20County%20GA,33.75348,-84.7337365
82,960250015,4161 YEAGER RD,11/25/20,170000,1976,1396,4161%20Yeager%20Rd%20Douglas%20County%20GA,00960250015-11/25/2020-170000.0,121.7765043,2020,2020,11,2020-11,https://www.google.com/maps/search/4161%20Yeager%20Rd%20Douglas%20County%20GA,33.6913731,-84.7612801
83,560150054,9394 GRACE LAKE DR,11/25/20,310000,1990,2422,9394%20Grace%20Lake%20Dr%20Douglas%20County%20GA,00560150054-11/25/2020-310000.0,127.9933939,2020,2020,11,2020-11,https://www.google.com/maps/search/9394%20Grace%20Lake%20Dr%20Douglas%20County%20GA,33.7249964,-84.7223932
84,1170350047,7267 WILDFLOWER WALK,11/25/20,168000,1995,1123,7267%20Wildflower%20Walk%20Douglas%20County%20GA,01170350047-11/25/2020-168000.0,149.5992876,2020,2020,11,2020-11,https://www.google.com/maps/search/7267%20Wildflower%20Walk%20Douglas%20County%20GA,33.6069425,-84.8649981
85,0531182A029,3505 MILLER ST C,11/24/20,60000,1984,1130,3505%20Miller%20St%20C%20Douglas%20County%20GA,0531182A029-11/24/2020-60000.0,53.09734513,2020,2020,11,2020-11,https://www.google.com/maps/search/3505%20Miller%20St%20C%20Douglas%20County%20GA,33.781009,-84.656713
86,1270250110,5841 TERESA LN,11/24/20,193000,1973,1676,5841%20Teresa%20Ln%20Douglas%20County%20GA,01270250110-11/24/2020-193000.0,115.1551313,2020,2020,11,2020-11,https://www.google.com/maps/search/5841%20Teresa%20Ln%20Douglas%20County%20GA,33.71289,-84.7664603
87,5361820008,4324 PARKVIEW DR,11/24/20,226000,1985,1528,4324%20Parkview%20Dr%20Douglas%20County%20GA,05361820008-11/24/2020-226000.0,147.9057592,2020,2020,11,2020-11,https://www.google.com/maps/search/4324%20Parkview%20Dr%20Douglas%20County%20GA,33.7827442,-84.6804573
88,240150203,8802 CLEAR CREEK CT,11/24/20,225000,1986,2002,8802%20Clear%20Creek%20Ct%20Douglas%20County%20GA,00240150203-11/24/2020-225000.0,112.3876124,2020,2020,11,2020-11,https://www.google.com/maps/search/8802%20Clear%20Creek%20Ct%20Douglas%20County%20GA,33.7217154,-84.7383919
89,920250149,6930 POMPAS CT,11/24/20,205000,2002,1546,6930%20Pompas%20Ct%20Douglas%20County%20GA,00920250149-11/24/2020-205000.0,132.6002587,2020,2020,11,2020-11,https://www.google.com/maps/search/6930%20Pompas%20Ct%20Douglas%20County%20GA,33.6902461,-84.8027492
